,0.0002,0.0004,0.0005,0.0006,0.0007,0.001,0.0012
10,0.986547085,0.984753363,0.978475336,0.937219731,0.987443946,0.966816143,0.986547085
20,0.984753363,0.985650224,0.980269058,0.987443946,0.960538117,0.988340807,0.984753363
60,0.97309417,0.982959641,0.986547085,0.986547085,0.986547085,0.985650224,0.982959641
120,0.986547085,0.987443946,0.983856502,0.989237668,0.988340807,0.982959641,0.984753363
180,0.989237668,0.988340807,0.985650224,0.986547085,0.984753363,0.983856502,0.983856502
240,0.985650224,0.987443946,0.982959641,0.983856502,0.987443946,0.983856502,0.98206278
